lokalita;plocha;kmen;mod_vys
70417111;1;8;20,1
70417111;1;9;15,1
70417111;1;11;17,8
70417111;1;12;11,1
70417111;1;13;7,7
70417111;1;14;16,4
70417111;1;15;18,7
70417111;1;16;14,5
70417111;1;17;23,0
70418041;1;1;23,5
70418041;1;2;23,0
70418041;1;3;24,6
70418041;1;4;23,5
70418041;1;5;21,8
70418041;1;6;24,3
70418041;1;7;11,2
70418978;1;1;23,8
70418978;1;2;18,2
70418978;1;3;22,4
70418978;1;4;30,6
70418978;1;5;29,4
70418978;1;6;26,4
70418978;1;7;14,2
70418978;1;8;23,3
70418978;1;9;24,2
70418978;1;10;26,0
70418978;1;11;24,1
70418978;1;12;23,4
70419588;1;1;19,6
70419588;1;2;25,3
70419588;1;3;26,0
70419588;1;4;19,1
70419588;1;5;22,2
70419588;1;6;22,5
70419588;1;7;21,5
70419588;1;8;21,1
70419588;1;9;23,9
70419588;1;10;15,7
70419588;1;11;19,5
70419588;1;12;13,6
70419588;1;13;17,8
70419588;1;14;12,0
70419588;1;15;24,7
70419588;1;16;22,9
70419588;1;17;17,0
70419588;1;18;26,6
70419588;1;19;25,0
70419588;1;20;26,7
70419588;1;21;27,2
70419588;1;22;26,1
70419588;1;23;17,8
70419588;1;24;24,3
70419588;1;25;26,5
70419588;1;26;27,7
70420052;1;1;15,5
70420052;1;2;18,5
70420052;1;3;17,6
70420052;1;4;19,2
70420052;1;8;19,5
70420052;1;11;18,2
70420052;1;14;16,7
70420052;1;15;18,4
70420052;1;16;18,8
70420052;1;17;17,5
70420052;1;18;17,3
70420052;1;20;21,6
70420052;1;23;16,3
70420052;1;24;16,2
70420052;1;25;18,4
70420052;1;26;17,4
70420052;1;27;21,2
70420052;1;29;14,7
70420052;1;30;13,7
70421571;1;1;22,4
70421571;1;2;18,1
70421571;1;3;26,0
70421571;1;4;24,9
70421571;1;5;33,7
70421571;1;6;20,6
70421571;1;7;13,9
70421571;1;8;24,8
70421571;1;9;30,1
70421571;1;10;26,7
70421571;1;12;25,4
70421571;1;13;22,0
70421571;1;14;23,4
70421571;1;15;28,5
70421571;1;16;25,9
70421571;1;17;25,0
70421571;1;18;25,8
70422075;1;1;23,8
70422075;1;2;16,1
70422075;1;3;24,8
70422075;1;4;20,0
70422075;1;5;21,1
70422075;1;6;20,4
70422075;1;7;22,1
70422075;1;8;20,4
70422075;1;9;19,4
70422075;1;10;23,0
70422075;1;11;14,6
70422075;1;12;23,7
70422075;1;13;20,3
70422075;1;14;21,1
70422075;1;15;22,1
70422075;1;17;22,0
70422075;1;19;18,0
70422075;1;20;23,2
70422636;1;1;30,4
70422636;1;3;30,4
70422636;1;4;33,0
70422636;1;5;16,9
70422636;1;7;31,5
70422636;1;8;30,7
70422972;1;1;17,6
70422972;1;2;13,5
70422972;1;3;16,4
70422972;1;4;26,6
70423549;1;1;10,7
70423629;1;1;19,4
70423629;1;2;27,5
70423629;1;3;22,4
70423629;1;4;22,4
70423629;1;5;28,7
70423629;1;6;25,2
70423629;1;7;29,0
70423629;1;8;34,3
70423645;1;1;24,1
70423645;1;2;19,7
70423645;1;3;26,5
70423645;1;4;20,4
70423645;1;5;23,3
70423645;1;6;23,0
70423645;1;7;16,3
70423645;1;8;19,0
70423645;1;9;24,5
70423645;1;10;25,6
70423645;1;11;22,9
70423957;1;1;17,9
70423957;1;2;14,0
70423957;1;3;20,0
70423957;1;4;15,6
70423957;1;5;13,5
70423957;1;6;14,0
70423957;1;7;19,7
70423957;1;8;17,3
70423957;1;9;15,1
70423957;1;10;14,0
70423957;1;11;12,2
70423957;1;12;7,9
70423957;1;13;16,6
70424093;1;1;13,7
70424093;1;2;18,7
70424093;1;3;14,7
70424093;1;4;11,6
70424093;1;5;12,2
70424093;1;6;15,5
70424093;1;7;16,1
70424093;1;8;13,4
70424093;1;9;15,1
70424093;1;10;13,7
70424093;1;11;13,4
70424093;1;12;14,4
70424093;1;13;11,4
70424558;1;1;19,1
70424558;1;2;19,9
70424558;1;3;20,0
70424558;1;4;25,4
70424558;1;5;18,0
70424558;1;6;23,1
70424558;1;7;19,3
70424558;1;8;14,3
70424558;1;9;19,3
70424558;1;10;18,9
70424558;1;11;21,7
70424558;1;12;22,1
70424558;1;13;20,3
70424558;1;14;24,2
70424558;1;16;19,8
70424558;1;17;20,2
70424558;1;18;20,8
70424582;1;1;23,8
70424582;1;2;8,9
70424582;1;3;33,0
70424582;1;4;15,0
70424582;1;6;19,3
70424582;1;7;31,0
70424582;1;8;18,8
70424582;1;11;12,1
70424582;1;12;16,6
70424582;1;14;25,1
70424582;1;15;31,0
70424582;1;16;28,1
70424582;1;17;10,6
70424582;1;18;16,1
70424582;1;19;18,9
70424582;1;20;31,5
70425118;1;1;17,5
70425118;1;2;19,0
70425118;1;3;15,5
70425118;1;4;17,0
70425118;1;5;15,3
70425118;1;6;12,6
70425118;1;7;16,5
70425118;1;8;15,0
70425118;1;9;17,1
70425118;1;10;15,7
70425118;1;11;9,2
70425118;1;12;9,2
70425118;1;13;16,3
70425524;1;1;23,4
70425524;1;2;15,9
70425524;1;3;15,1
70425524;1;4;18,3
70425524;1;5;14,9
70425524;1;6;9,2
70425524;1;7;21,3
70425524;1;8;22,3
70425524;1;9;25,9
70425524;1;11;12,2
70425524;1;12;17,6
70425524;1;13;11,9
70425524;1;14;14,5
70425524;1;16;15,6
70425524;1;17;16,5
70425524;1;18;13,3
70425524;1;19;20,7
70425524;1;20;13,0
70425524;1;21;13,2
70425524;1;22;13,5
70425524;1;23;14,1
70425620;1;2;33,2
70425620;1;4;16,9
70425620;1;5;17,5
70425620;1;6;9,7
70425620;1;7;36,0
70425620;1;10;19,4
70425620;1;11;5,0
70426044;1;1;14,5
70426044;1;2;18,1
70426044;1;3;10,6
70426044;1;4;17,3
70426044;1;5;14,5
70426044;1;6;13,4
70426044;1;7;15,4
70426044;1;8;14,2
70426044;1;9;14,3
70426533;1;1;24,7
70426533;1;3;16,9
70426533;1;5;18,0
70426533;1;6;11,0
70426533;1;8;10,7
70426533;1;9;13,4
70426533;1;10;18,7
70426533;1;12;18,1
70426533;1;13;22,6
70426533;1;14;15,2
70426533;1;15;15,4
70426533;1;16;20,5
70426533;1;17;19,4
70426533;1;18;22,0
70426533;1;19;18,2
70426533;1;20;15,7
70426533;1;21;17,1
70426533;1;22;18,9
70426533;1;23;14,9
70426789;1;1;11,7
70426789;1;2;8,4
70426789;1;3;8,6
70426789;1;4;9,0
70428999;1;1;22,1
70428999;1;2;21,9
70428999;1;3;17,9
70428999;1;4;13,0
70428999;1;5;19,1
70428999;1;6;18,5
70428999;1;7;14,9
70428999;1;8;22,4
70428999;1;9;23,2
70428999;1;10;22,9
70428999;1;11;22,2
70428999;1;12;22,2
70428999;1;13;21,7
70428999;1;14;8,3
70428999;1;15;21,6
70428999;1;16;21,9
70428999;1;17;21,7
70428999;1;18;22,8
70429103;1;1;15,7
70429103;1;2;14,3
70429103;1;3;22,2
70429103;1;4;18,2
70429103;1;5;19,2
70429103;1;6;21,3
70429103;1;7;14,1
70429103;1;8;19,2
70429103;1;9;15,4
70429103;1;10;13,0
70429103;1;11;18,6
70429103;1;12;20,7
70429103;1;13;13,7
70429103;1;15;12,5
70429103;1;16;12,4
70429103;1;17;14,5
70429103;1;18;20,6
70429609;1;1;29,9
70429609;1;2;27,2
70429609;1;3;26,6
70429609;1;4;27,6
70429609;1;5;24,9
70429609;1;11;26,8
70429609;1;12;26,1
70429609;1;13;27,6
70430562;1;1;18,2
70430562;1;2;18,7
70430562;1;3;18,1
70430562;1;4;19,6
70430634;1;1;13,8
70431034;1;1;27,2
70431034;1;2;31,3
70431034;1;3;30,0
70431034;1;4;25,0
70431034;1;5;35,2
70431034;1;6;35,3
70431034;1;7;33,1
70431034;1;8;23,8
70431034;1;9;35,8
70431034;1;10;31,6
70431034;1;11;30,7
70431034;1;12;19,9
70431034;1;13;30,3
70431619;1;1;27,8
70431619;1;2;29,1
70431619;1;3;30,0
70431619;1;4;18,3
70431619;1;5;27,0
70431619;1;6;27,0
70431619;1;7;13,2
70431619;1;8;27,8
70431619;1;9;14,8
70431619;1;10;25,7
70431619;1;11;27,9
70431619;1;12;28,6
70431619;1;13;25,7
70431619;1;14;27,5
70432043;1;1;8,0
70432043;1;2;33,6
70432075;1;1;23,6
70432075;1;2;24,8
70432075;1;3;27,9
70432075;1;4;24,4
70432075;1;5;21,7
70432075;1;6;25,7
70432075;1;7;29,1
70432075;1;8;26,5
70432075;1;9;17,3
70432075;1;10;30,8
70432075;1;11;26,3
70432075;1;12;30,4
70432075;1;15;28,8
70432980;1;1;28,6
70432980;1;2;29,3
70432980;1;3;25,0
70432980;1;4;27,0
70432980;1;5;23,4
70432980;1;6;28,7
70432980;1;7;25,5
70432980;1;8;25,5
70432980;1;9;27,8
70432980;1;10;27,5
70432980;1;11;18,2
70432980;1;12;26,2
70432980;1;13;23,6
70432980;1;14;24,8
70433100;1;1;12,9
70433100;1;2;12,7
70433100;1;3;9,0
70433100;1;4;7,7
70433100;1;5;8,0
70433100;1;6;13,8
70433100;1;7;15,6
70433100;1;8;14,5
70433100;1;9;13,5
70433100;1;10;15,0
70433100;1;11;12,6
70433100;1;12;12,6
70433100;1;13;12,5
70433100;1;14;10,7
70433100;1;15;9,5
70433100;1;16;10,1
70438091;1;1;21,6
70438091;1;2;24,3
70438091;1;3;23,9
70438091;1;4;17,3
70438091;1;5;24,2
70438091;1;6;19,1
70438091;1;7;17,1
70438091;1;8;17,1
70438091;1;9;18,1
70438091;1;10;22,4
70438091;1;11;25,0
70438091;1;12;23,2
70438091;1;13;25,4
70438091;1;14;28,2
70438091;1;15;26,9
70438556;1;1;12,5
70438556;1;2;18,3
70438556;1;3;13,1
70438556;1;4;16,5
70438556;1;5;13,3
70438556;1;6;10,7
70438556;1;7;12,2
70438556;1;8;16,1
70438556;1;9;17,0
70438556;1;10;13,2
70438556;1;11;14,9
70438556;1;12;16,4
70438556;1;13;33,8
70438556;1;14;27,4
70438556;1;15;26,5
70438556;1;16;14,2
70438556;1;17;7,5
70438556;1;18;15,5
70438556;1;19;20,1
70438556;1;20;20,0
70438556;1;21;14,5
70438556;1;22;20,2
70438556;1;23;15,6
70438556;1;24;17,2
70438556;1;25;13,5
70438556;1;26;16,9
70439036;1;1;13,1
70439036;1;2;34,2
70439036;1;3;30,7
70439036;1;4;33,2
70439036;1;5;23,5
70439036;1;7;32,2
70440631;1;1;22,4
70440631;1;2;23,8
70440631;1;4;22,9
70440631;1;5;21,0
70440631;1;6;24,2
70440631;1;7;14,5
70440631;1;8;12,6
70440631;1;14;20,2
70440631;1;15;24,0
70440631;1;17;23,3
70440631;1;18;11,2
70440631;1;21;23,9
70444549;1;1;19,0
70444549;1;11;12,6
70444549;1;13;17,0
70444549;1;14;12,7
70444549;1;15;14,5
70444549;1;16;17,9
70444549;1;18;16,2
70445125;1;1;27,3
70446099;1;4;28,5
70446099;1;5;29,5
70446099;1;6;31,3
70446099;1;7;30,4
70446099;1;8;25,1
70446099;1;9;31,1
70446099;1;10;27,9
70446099;1;11;28,7
70446099;1;12;31,0
70446099;1;13;30,8
70446099;1;14;28,1
70446099;1;15;18,5
70446564;1;1;17,6
70446564;1;2;13,6
70446564;1;3;15,0
70446564;1;4;15,5
70446564;1;5;16,8
70446564;1;6;15,5
70446564;1;7;17,6
70446564;1;8;9,8
70446564;1;9;14,6
70446564;1;10;14,0
70446564;1;11;13,6
70446564;1;12;17,0
70446564;1;13;17,0
70446564;1;14;17,8
70446564;1;15;17,4
70446564;1;16;20,1
70446564;1;17;19,6
70446564;1;18;16,2
70446564;1;19;17,4
70446564;1;20;15,6
70446564;1;21;15,7
70446564;1;22;13,6
70446564;1;23;15,5
70447012;1;1;19,1
70447012;1;2;27,2
70447012;1;3;15,2
70447012;1;4;21,6
70447012;1;5;13,3
70447012;1;6;14,8
70447012;1;7;33,9
70447012;1;8;20,5
70447012;1;9;11,2
70447012;1;10;19,8
70447012;1;11;19,7
70447012;1;12;12,7
70447012;1;13;12,3
70447012;1;14;18,0
70447012;1;15;13,8
70447012;1;16;11,7
70447028;1;1;28,5
70447028;1;2;26,4
70447028;1;3;20,4
70447028;1;4;23,8
70447028;1;5;35,2
70447028;1;6;16,3
70447028;1;7;26,6
70447028;1;8;28,9
70447028;1;9;27,6
70447028;1;10;23,0
70447028;1;11;24,6
70447028;1;12;27,9
70447028;1;13;27,6
70447028;1;14;29,4
70447028;1;15;30,0
70447028;1;16;25,4
70447028;1;17;29,7
70447028;1;18;27,7
70447044;1;1;25,5
70447044;1;2;13,7
70447044;1;3;24,6
70447044;1;4;24,7
70447044;1;5;28,6
70447044;1;6;25,8
70447044;1;11;24,5
70447044;1;12;26,5
70447044;1;14;24,0
70447044;1;15;23,8
70447044;1;16;22,7
70447044;1;17;25,2
70447653;1;1;22,8
70447653;1;2;33,4
70447653;1;3;30,2
70447653;1;5;21,4
70447653;1;6;24,1
70448542;1;1;16,7
70448542;1;2;18,7
70448542;1;4;20,5
70448542;1;6;16,7
70448542;1;8;15,6
70448542;1;9;17,6
70448542;1;10;16,9
70448542;1;11;18,2
70448542;1;13;13,3
70448542;1;14;17,5
70448542;1;15;16,1
70448542;1;16;16,7
70448542;1;18;23,9
70448638;1;1;26,5
70448638;1;2;23,1
70448638;1;4;20,7
70448638;1;5;14,1
70448638;1;6;21,2
70448638;1;7;23,0
70448638;1;8;24,7
70448638;1;9;25,6
70448638;1;10;18,7
70448638;1;11;24,0
70448638;1;12;24,1
70448638;1;15;11,9
70448638;1;16;23,2
70448638;1;17;14,4
70448638;1;18;25,0
70448638;1;19;22,7
70448638;1;21;17,4
70448638;1;24;25,0
70450109;1;1;15,2
70450109;1;2;18,8
70450109;1;3;22,6
70450109;1;6;22,7
70450109;1;8;21,1
70450109;1;9;19,3
70450109;1;12;12,9
70451624;1;1;10,1
70451624;1;2;21,4
70452961;1;1;6,7
70452961;1;2;4,9
70452961;1;3;4,7
70452961;1;4;5,5
70453025;1;3;26,2
70453025;1;4;28,9
70453025;1;5;27,7
70453025;1;6;27,6
70453025;1;7;22,7
70453025;1;8;24,1
70453025;1;9;27,7
70453025;1;10;25,2
70453025;1;11;18,4
70453025;1;12;26,1
70453025;1;14;22,4
70453025;1;15;22,0
70453025;1;16;24,5
70453025;1;17;21,6
70453025;1;18;25,6
70453025;1;19;25,2
70453025;1;20;26,0
70453025;1;21;25,7
70453025;1;25;21,2
70453634;1;1;26,4
70453634;1;2;33,2
70453634;1;3;22,5
70453634;1;4;29,1
70453634;1;5;36,1
70453634;1;6;34,6
70453634;1;7;31,0
70453634;1;8;36,2
70454018;1;1;14,0
70454018;1;2;14,8
70454018;1;3;13,4
70454018;1;4;15,3
70454018;1;5;15,6
70454018;1;6;15,7
70454018;1;7;9,8
70454018;1;8;6,2
70454018;1;9;7,8
70454018;1;10;15,3
70454018;1;11;14,5
70454018;1;12;13,3
70454018;1;13;12,6
70454018;1;14;11,1
70454018;1;15;12,8
70454018;1;16;13,5
70454018;1;17;13,4
70454018;1;18;14,0
70454018;1;19;14,5
70454042;1;1;24,1
70454042;1;2;25,3
70454042;1;3;25,1
70454042;1;4;12,9
70454042;1;5;18,9
70454042;1;6;23,5
70454042;1;7;25,1
70454042;1;8;22,5
70454042;1;9;24,0
70454042;1;10;23,3
70454042;1;11;23,3
70454042;1;12;18,6
70454042;1;13;23,6
70454042;1;14;26,0
70454539;1;1;18,6
70454539;1;2;16,0
70454539;1;3;17,9
70454539;1;4;17,3
70454539;1;5;11,8
70454539;1;6;19,2
70454539;1;7;18,5
70454539;1;9;17,4
70454539;1;11;15,9
70454539;1;12;17,8
70454539;1;13;17,9
70455972;1;1;14,6
70455972;1;2;22,9
70455972;1;3;15,5
70455972;1;4;22,0
70455972;1;5;23,3
70455972;1;6;9,2
70455972;1;7;20,6
70455972;1;8;24,3
70455972;1;9;16,7
70455972;1;11;25,3
70455972;1;12;21,0
70455972;1;14;23,7
70455980;1;1;12,9
70455980;1;2;12,4
70455980;1;3;10,8
70455980;1;4;11,7
70455980;1;5;12,4
70455980;1;6;12,8
70455980;1;7;13,1
70455980;1;8;10,9
70455980;1;9;10,4
70455980;1;10;11,9
70455980;1;11;14,8
70455980;1;12;13,5
70455980;1;13;11,1
70455980;1;14;15,7
70455980;1;15;10,5
70455980;1;16;13,0
70455980;1;17;12,9
70455980;1;18;11,9
70455980;1;19;6,5
70456036;1;1;28,1
70456036;1;2;16,7
70456036;1;3;28,6
70456036;1;4;26,3
70456036;1;6;15,4
70456036;1;8;32,6
70456036;1;11;29,4
70456036;1;12;10,0
70456036;1;13;31,5
70456036;1;14;24,2
70456036;1;15;26,9
70456036;1;16;31,2
70456036;1;17;33,9
70456036;1;18;28,3
70456036;1;19;26,6
70456036;1;20;26,8
70456036;1;23;29,2
70457157;1;1;7,6
70457817;1;1;22,0
70457817;1;2;21,3
70457817;1;3;8,5
70460572;1;1;19,8
70460572;1;2;26,6
70460572;1;3;24,6
70460572;1;4;28,3
70460572;1;5;25,8
70460572;1;6;25,6
70460572;1;7;14,2
70460572;1;8;21,3
70460572;1;9;22,6
70460572;1;10;14,7
70460572;1;11;22,2
70460572;1;12;14,5
70460572;1;13;15,9
70460572;1;14;17,3
70460572;1;15;15,0
70460572;1;16;27,9
70460572;1;17;26,5
70462580;1;1;23,1
70462580;1;2;21,0
70462580;1;3;19,2
70462580;1;4;20,7
70462580;1;5;25,2
70462580;1;6;29,3
70462580;1;7;10,7
70462580;1;8;8,8
70462580;1;9;9,0
70462580;1;10;9,8
70462580;1;11;14,7
70462980;1;1;17,6
70462980;1;3;19,0
70462980;1;4;20,5
70462980;1;5;19,1
70462980;1;6;21,7
70462980;1;7;21,2
70462980;1;9;18,6
70462980;1;10;19,3
70462980;1;11;18,9
70462980;1;12;20,1
70462980;1;13;19,7
70464959;1;1;23,8
70464959;1;2;27,3
70464959;1;3;28,6
70465055;1;1;27,0
70465055;1;2;40,3
70465055;1;4;26,2
70465055;1;5;27,4
70465055;1;6;30,8
70465055;1;7;30,8
70465055;1;8;26,7
70465055;1;9;28,4
70465055;1;10;27,6
70465055;1;11;26,2
70465055;1;12;26,0
70465055;1;13;35,8
70465055;1;14;19,5
70465055;1;16;17,3
70465055;1;17;28,4
70465055;1;18;25,6
70465055;1;19;25,1
70465055;1;20;28,6
70466810;1;2;32,2
70466810;1;5;27,5
70467026;1;1;22,1
70467026;1;3;18,7
70467026;1;5;33,6
70467026;1;6;33,5
70467836;1;1;29,5
70467836;1;5;28,3
70468573;1;1;19,1
70468573;1;2;22,1
70468573;1;3;16,9
70468573;1;4;20,2
70468573;1;5;19,8
70468573;1;6;22,6
70468573;1;8;23,4
70468573;1;9;22,4
70468573;1;12;21,4
70468573;1;13;18,9
70468581;1;1;12,0
70468581;1;2;11,9
70468581;1;3;13,9
70468581;1;4;16,5
70468581;1;5;11,0
70468581;1;6;11,4
70468581;1;7;7,0
70468581;1;8;15,3
70468581;1;9;12,6
70468581;1;10;15,3
70468581;1;11;16,8
70468581;1;12;18,6
70471012;1;1;22,8
70471012;1;2;23,2
70471012;1;3;25,4
70471012;1;4;17,5
70471012;1;5;18,7
70471012;1;6;23,9
70471012;1;7;21,9
70471012;1;8;25,1
70471012;1;9;12,1
70471012;1;10;16,2
70471012;1;11;26,0
70471012;1;12;23,6
70471012;1;13;23,5
70471012;1;14;10,5
70471012;1;15;18,0
70471012;1;16;14,1
70471012;1;17;24,3
70471012;1;18;15,5
70471012;1;19;25,0
70471012;1;20;17,5
70471012;1;21;19,5
70471012;1;22;25,1
70471012;1;23;25,2
70471012;1;24;23,0
70471020;1;1;14,8
70471020;1;2;14,5
70471020;1;3;14,7
70471020;1;4;19,3
70471020;1;5;17,1
70471020;1;6;14,1
70471020;1;7;12,3
70471020;1;8;10,4
70471020;1;9;9,6
70471020;1;10;8,8
70471020;1;11;36,2
70471020;1;12;27,5
70471020;1;13;30,0
70471020;1;14;8,6
70471020;1;15;8,6
70471020;1;16;15,5
70471020;1;17;14,6
70471020;1;18;8,9
70471036;1;1;16,0
70471036;1;2;15,8
70471036;1;3;11,4
70471036;1;4;10,8
70471036;1;5;12,0
70471036;1;6;14,0
70471036;1;7;12,6
70471036;1;8;8,1
70471036;1;9;12,4
70472558;1;1;21,3
70472558;1;2;19,7
70472558;1;3;23,8
70472558;1;4;22,0
70472558;1;5;12,0
70472558;1;6;14,9
70472558;1;7;19,4
70472558;1;8;23,7
70472558;1;9;23,9
70472558;1;10;23,9
70472558;1;11;22,3
70472558;1;12;12,6
70472558;1;13;20,6
70472558;1;15;19,9
70472558;1;16;12,9
70472558;1;17;20,0
70472558;1;18;18,7
70472558;1;19;19,7
70472558;1;20;9,6
70472822;1;1;32,9
70472822;1;2;36,8
70472822;1;3;29,1
70472822;1;4;30,5
70472822;1;5;30,7
70472822;1;6;31,9
70472822;1;7;36,1
70472822;1;8;34,5
70472822;1;9;34,2
70472822;1;10;32,2
70472822;1;11;33,7
70473832;1;1;16,5
70473832;1;2;16,6
70473832;1;3;31,0
70473832;1;5;27,7
70473976;1;1;19,7
70473976;1;2;19,4
70473976;1;3;17,3
70473976;1;4;13,7
70473976;1;5;21,1
70475577;1;1;22,6
70475577;1;6;25,6
70475577;1;7;22,5
70475577;1;8;22,0
70475577;1;9;19,7
70475577;1;11;26,5
70475577;1;12;19,7
70475577;1;13;14,1
70475577;1;15;14,3
70478021;1;1;19,3
70478021;1;2;22,8
70478021;1;3;16,8
70478021;1;4;20,1
70478021;1;5;18,9
70478021;1;6;21,0
70478021;1;7;22,1
70478021;1;8;20,8
70478021;1;13;11,0
70478021;1;14;17,5
70478021;1;15;20,0
70478021;1;17;20,5
70479062;1;1;16,0
70479062;1;2;9,3
70479062;1;3;15,8
70479062;1;4;18,3
70479062;1;5;13,1
70479062;1;6;17,2
70479062;1;7;16,4
70479062;1;8;17,3
70479062;1;9;11,4
70481589;1;1;18,5
70481589;1;2;19,2
70481589;1;3;20,8
70481589;1;4;21,3
70481589;1;5;16,1
70481589;1;6;15,8
70481589;1;7;17,2
70481589;1;8;18,9
70481589;1;9;18,2
70482582;1;1;16,0
70482582;1;2;19,7
70482582;1;3;15,3
70482582;1;4;21,7
70482582;1;5;20,0
70482582;1;6;20,1
70482582;1;7;19,9
70482582;1;8;17,1
70482582;1;9;21,4
70482822;1;1;34,0
70482822;1;4;31,1
70482822;1;5;30,6
70482822;1;6;32,4
70483647;1;1;21,3
70483647;1;2;25,1
70483647;1;3;21,2
70483647;1;4;22,4
70483647;1;5;26,7
70483647;1;6;25,8
70483647;1;8;25,6
70483647;1;9;19,3
70483647;1;10;21,9
70483647;1;15;24,0
70483647;1;16;23,5
70483647;1;18;25,8
70483647;1;20;24,2
70483647;1;21;23,7
70483647;1;22;26,5
70483647;1;23;24,4
70483647;1;24;24,1
70483647;1;25;19,7
70485040;1;1;23,4
70485040;1;2;23,1
70485040;1;3;21,5
70485040;1;4;21,7
70485040;1;5;18,3
70485040;1;6;23,2
70485040;1;7;20,0
70485040;1;8;22,4
70485040;1;9;16,7
70485040;1;10;19,5
70485040;1;11;21,9
70485040;1;12;24,5
70485040;1;13;25,1
70485040;1;14;18,3
70485897;1;1;22,5
70485897;1;4;22,1
70485897;1;5;23,0
70485897;1;7;17,4
70485897;1;8;18,7
70485897;1;9;17,8
70485897;1;10;16,7
70485897;1;12;19,6
70485897;1;14;16,6
70485897;1;15;14,6
70485897;1;16;20,6
70485897;1;17;22,3
70485897;1;21;18,9
70485897;1;22;14,6
70485897;1;23;16,3
70485897;1;24;21,8
70485897;1;26;16,2
70485897;1;27;20,1
70485905;1;1;15,7
70485905;1;2;14,8
70485905;1;3;21,1
70485905;1;4;22,5
70485905;1;7;20,3
70485905;1;9;23,8
70485905;1;10;24,8
70485905;1;11;14,7
70485905;1;12;14,0
70485905;1;14;30,6
70485905;1;15;27,8
70485905;1;18;13,9
70485905;1;20;22,6
70485905;1;22;16,0
70485905;1;23;21,0
70485905;1;27;22,7
70485905;1;31;21,0
70485905;1;33;22,8
70486049;1;1;20,1
70486049;1;2;19,4
70486049;1;3;23,1
70486049;1;4;33,8
70486049;1;5;13,8
70486049;1;6;26,4
70486049;1;7;25,7
70486049;1;8;22,8
70486049;1;9;20,7
70486049;1;10;15,5
70486049;1;11;31,9
70486073;1;1;30,0
70486073;1;2;28,5
70486073;1;3;33,3
70486978;1;1;17,3
70486978;1;2;20,4
70486978;1;3;16,3
70486978;1;4;19,1
70486978;1;5;11,1
70486978;1;6;14,9
70486978;1;7;15,5
70486978;1;8;17,1
70486978;1;9;18,0
70486978;1;10;18,5
70486978;1;11;20,4
70486978;1;12;17,8
70486978;1;13;17,2
70486978;1;14;20,4
70486978;1;15;19,4
70486978;1;16;16,6
70486978;1;17;18,5
70488067;1;1;21,4
70488067;1;2;8,9
70488067;1;3;22,0
70488067;1;4;15,7
70488067;1;5;29,0
70488067;1;6;27,8
70488067;1;7;28,6
70488067;1;8;25,6
70488067;1;9;24,9
70488067;1;10;23,7
70488067;1;11;23,6
70488067;1;12;27,3
70488067;1;13;26,6
70488067;1;14;27,3
70488067;1;15;15,4
70488067;1;16;26,9
70488067;1;17;25,4
70489028;1;1;23,2
70489028;1;2;26,2
70489028;1;3;26,4
70489028;1;4;27,2
70489028;1;5;25,7
70489028;1;6;18,2
70489028;1;7;15,3
70489028;1;8;16,5
70489028;1;9;15,8
70489028;1;10;10,6
70489028;1;11;6,8
70489028;1;12;18,8
70489028;1;13;24,0
70489028;1;14;24,6
70490065;1;1;26,4
70490065;1;2;9,4
70490065;1;3;19,9
70490065;1;4;15,6
70490065;1;5;18,4
70490065;1;6;15,0
70490065;1;7;18,0
70490065;1;8;15,2
70490065;1;9;15,5
70490065;1;10;23,4
70490065;1;11;24,7
70490065;1;12;17,9
70490065;1;13;27,9
70490065;1;14;23,1
70490065;1;15;30,2
70490065;1;16;17,5
70490065;1;17;23,8
70490065;1;18;23,9
70490065;1;19;17,5
70490065;1;20;17,3
70490065;1;21;21,9
70490065;1;22;20,1
70490065;1;23;28,7
70490065;1;24;19,7
70490065;1;25;29,4
70490065;1;26;30,0
70490065;1;27;21,1
70490065;1;28;19,6
70490065;1;29;27,9
70491660;1;1;25,0
70491660;1;2;24,2
70491660;1;3;26,0
70491660;1;4;16,4
70491660;1;5;18,8
70491660;1;6;27,3
70491660;1;7;23,2
70491660;1;8;17,4
70491660;1;9;28,1
70491660;1;10;26,6
70491660;1;17;27,5
70491660;1;18;27,8
70491660;1;19;26,7
70491812;1;1;27,4
70491812;1;3;26,7
70491812;1;4;28,1
70491812;1;7;28,2
70491812;1;8;25,6
70491812;1;9;28,2
70491812;1;10;27,3
70493675;1;1;26,9
70493675;1;2;23,1
70493675;1;3;32,3
70493675;1;4;29,5
70493675;1;5;29,5
70493675;1;6;30,3
70493675;1;7;17,5
70493675;1;8;32,0
70493675;1;9;32,6
70493675;1;10;32,5
70493675;1;11;30,5
70494828;1;1;36,7
70494828;1;2;29,1
70494828;1;7;39,3
70494828;1;8;34,2
70495060;1;1;11,7
70495060;1;2;13,8
70495060;1;3;19,1
70495060;1;4;22,0
70495060;1;5;23,7
70495060;1;6;20,6
70495060;1;7;20,5
70495060;1;8;22,2
70495060;1;9;22,8
70495060;1;10;13,3
70495060;1;11;22,6
70495060;1;12;16,2
70495060;1;13;22,3
70495060;1;14;31,1
70495060;1;15;23,4
70496029;1;1;26,1
70496029;1;2;26,1
70496029;1;3;24,3
70496029;1;4;20,8
70496029;1;5;24,7
70496029;1;6;29,7
70496029;1;7;11,2
70496029;1;8;26,7
70496029;1;9;14,6
70496029;1;10;26,0
70496029;1;11;27,4
70496029;1;12;27,4
70496029;1;13;14,4
70496029;1;14;17,5
