lokalita;plocha;kmen;mod_vys
40000113;1;17;22,4
40000113;1;18;22,2
40000114;1;1;25,9
40000114;1;2;26,7
40000114;1;3;26,5
40000114;1;4;25,9
40000114;1;5;23,4
40000114;1;7;18,3
40000114;1;8;23,5
40000114;1;9;21,2
40000114;1;10;25,5
40000114;1;11;19,0
40000114;1;12;25,1
40000114;1;13;13,2
40000114;1;14;23,8
40000114;1;15;28,8
40000114;1;16;27,6
