lokalita;plocha;pomno;x_m;y_m;popis
70512057,0;1;2,0;-8,4;2,37;BK 25 cm
70512770,0;1;1,0;8,88;-9,52;HB DBH 164
70512770,0;1;2,0;3,72;12,27;DB DBH 265
70512882,0;1;1,0;-13,84;-6,1;TResen 122
70512882,0;1;2,0;7,56;10,6;MD DBH 142mm
70513824,0;1;1,0;0,85;-14,8;BK DBH=125mm
70513824,0;1;2,0;11,01;8,03;BK 175mm
70513952,0;1;1,0;5,46;12,81;MD DBH 120
70513952,0;1;2,0;1,39;-8,71;BO DBH 110
70514841,0;1;1,0;-10,08;11,68;BK 233mm
70514841,0;1;2,0;-6,54;-9,85;BK 297mm
70515762,0;1;1,0;-11,94;4,11;BK 158mm
70515762,0;1;2,0;-3,71;-10,49;JA MLEC DBH=145mm
70515834,0;1;1,0;-9,96;9,29;HB DBH 187
70515834,0;1;2,0;-6,4;-11,46;HB DBH 155
70515898,0;1;1,0;14,82;-1,74;KL DBH 182
70515898,0;1;2,0;6,14;-13,05;BK DBH 142
70515978,0;1;1,0;-4,99;15,75;DG DBH 220
70515978,0;1;2,0;-2,16;-14,67;BO DBH 118
70515986,0;1;1,0;-4,44;19,42;BK DBH=272mm
70515986,0;1;2,0;-13,54;-8,93;SM DBH=226mm
70517891,0;1;1,0;-0,48;17,32;BK DBH=198mm
70517891,0;1;2,0;13,03;-0,2;BK DBH=259mm
70518940,0;1;1,0;-11,73;-13,66;SM DBH 237
70518940,0;1;2,0;7,17;-13,32;BO DBH 103 za cestou
70519044,0;1;1,0;13,89;-1,97;BK 18 cm
70519044,0;1;2,0;-13,28;3,85;BK 24 cm
70519060,0;1;1,0;0,66;-16,51;BK 13 cm
70519060,0;1;2,0;-2,35;4,45;KL
70519100,0;1;1,0;0,98;9,68;MD
70519100,0;1;2,0;-1,36;-2,0;BO
70519822,0;1;1,0;-11,61;-12,58;BK 308mm
70519822,0;1;2,0;13,2;-0,76;BK 260mm
70520783,0;1;1,0;12,25;11,96;HB DBH=190mm
70520783,0;1;2,0;-14,99;1,07;HB DBH=123mm
70520999,0;1;1,0;14,3;-2,54;BK DBH=315mm
70520999,0;1;2,0;3,41;7,81;SM 223
70521880,0;1;1,0;16,43;-9,6;BK 395mm
70521880,0;1;2,0;-1,27;12,97;BK 260mm
70522096,0;1;1,0;-6,04;8,5;LP 28cm
70522096,0;1;2,0;-4,3;-5,3;BK
70522921,0;1;1,0;3,59;25,57;BK DBH 170mm za cestou
70522921,0;1;2,0;16,92;0,38;BK DBH 235mm
70523817,0;1;1,0;3,09;22,01;BK DBH=360mm
70523817,0;1;2,0;-11,8;-5,75;BK DBH=233mm
70523913,0;1;1,0;0,21;20,22;BK DBH=312mm
70523913,0;1;2,0;-15,46;-2,86;BK DBH=300mm
70524930,0;1;1,0;-19,77;-7,15;BK DBH=215mm
70524930,0;1;2,0;5,76;15,59;BK DBH=242mm
70524954,0;1;1,0;-4,62;-11,86;Sloupek plotu arboreta
70524954,0;1;2,0;-0,00895;5,12;DG DBH 118mm
70526940,0;1;1,0;-25,6;2,55;BK  DBH=290mm
70526940,0;1;2,0;-11,12;19,82;BK 258
70527044,0;1;1,0;-9,17;-9,26;Sloup el. vedeni neoznaceny nejblizsi okraji
70527044,0;1;2,0;-2,74;10,78;BK DBH=230mm
70527076,0;1;1,0;7,18;-0,79;BR 10 cm
70527076,0;1;2,0;-1,37;-5,04;JD 14 cm
70527092,0;1;1,0;21,34;21,26;Vystavek MD
70527092,0;1;2,0;-7,78;24,84;Vystavek MD
70527092,0;1;3,0;-1,36;-3,8;DG 8 cm
70527092,0;1;4,0;-0,5;0,77;KL 3 m
70527973,0;1;1,0;9,21;-20,12;BO DBH=365mm
70527973,0;1;2,0;-15,87;2,25;BO DBH=300mm
70528061,0;1;1,0;2,45;-13,91;TR 26 cm
70528061,0;1;2,0;2,89;-0,93;DG
70528814,0;1;1,0;10,62;-7,54;HB DBH=303mm
70528814,0;1;2,0;-7,29;-10,18;HB 105 u cesty
70529022,0;1;1,0;0,02;-16,62;KL DBH=259mm
70529022,0;1;2,0;-7,32;10,04;HB DBH=177mm
70530032,0;1;1,0;13,83;6,83;HB 227
70530032,0;1;2,0;-4,99;13,64;BK 325
70530929,0;1;1,0;0,31;-15,22;BK 18 cm
70530929,0;1;2,0;7,66;10,66;BK 33 cm
70531089,0;1;1,0;-9,88;-1,67;DG 13 cmu cesty
70531089,0;1;2,0;4,26;-2,67;BK 10 cm
70531826,0;1;1,0;11,97;5,15;HB DBH 135
70531826,0;1;2,0;6,49;-9,77;HB DBH 150
70532042,0;1;1,0;-10,83;-5,45;KL 159mm
70532042,0;1;2,0;7,36;-7,24;JB 206
70532899,0;1;1,0;-11,11;-6,6;MD 120mm
70532899,0;1;2,0;7,64;-8,89;BK DBH=120mm
70534910,0;1;1,0;14,13;1,61;TR 27 cm
70534910,0;1;2,0;-4,84;-4,66;TR 24 cm
70534950,0;1;1,0;14,04;13,85;BO 43 cm
70534950,0;1;2,0;-0,76;-5,37;MD 7 cm
70534958,0;1;1,0;-4,42;-17,47;JD 29 cm
70534958,0;1;2,0;2,73;2,39;JD 23 cm
70536889,0;1;1,0;-3,11;12,85;BK DBH=95mm
70536889,0;1;2,0;-11,84;-2,08;HB DBH=298mm v okraji
70536985,0;1;1,0;-18,44;-11,48;MD DBH=426mm
70536985,0;1;2,0;-9,56;10,4;MD DBH=262mm
70537073,0;1;1,0;3,91;-1,32;BK 7 cm
70537073,0;1;2,0;-0,38;-2,0;MD 6 cm
70538999,0;1;1,0;-7,77;10,94;topol DBH=110mm
70538999,0;1;2,0;-5,98;5,64;vnejsi roh budovy hrbitova
70540920,0;1;1,0;10,71;-3,98;BK 28 cm
70540920,0;1;2,0;-7,97;-0,95;BK 14 cm
70541096,0;1;1,0;-9,01;-3,91;BK 15 cm
70541096,0;1;2,0;4,94;-4,56;BK
70541112,0;1;1,0;8,27;4,52;BK 20 cm
70541112,0;1;2,0;5,8;-6,38;MD 24 cm
70542986,0;1;1,0;-11,82;9,27;MD 370 
70542986,0;1;2,0;5,26;13,86;MD DBH=447mm
70545092,0;1;1,0;-1,8;-6,79;BK 22 cm
70545092,0;1;2,0;0,64;2,34;BK 4 m
70548982,0;1;1,0;18,52;-22,47;BO DBH=440mm
70548982,0;1;2,0;-19,52;4,47;Vrba jiva DBH=130mm
70551112,0;1;1,0;29,01;13,77;DG dole u cesty
70551112,0;1;2,0;0,91;-6,66;BK 6 cm u cesrty
70556935,0;1;1,0;-3,72;-10,27;BK 17 cm
70556935,0;1;2,0;4,03;9,18;BK 28 cm
70557999,0;1;1,0;-14,58;6,64;BK DBH=177mm
70557999,0;1;2,0;-2,6;-12,05;BK DBH=155mm
70562964,0;1;1,0;-22,97;-20,73;tyc vodovod u rozcesti
70562964,0;1;2,0;6,95;-12,65;BK DBH=327mm
70564942,0;1;1,0;9,83;-14,75;MD DBH=205mm
70564942,0;1;2,0;-12,25;-4,43;BK 140mm
70564998,0;1;1,0;-11,64;13,63;HB DBH=358mm
70564998,0;1;2,0;14,6;3,53;MD DBH=323mm
70566976,0;1;1,0;5,46;-21,44;BK 122 za cestou
70566976,0;1;2,0;7,89;5,69;KL DBH=138mm
70570971,0;1;1,0;-20,78;-3,77;BK DBH 200
70570971,0;1;2,0;8,11;17,32;BK DBH 210
70571011,0;1;1,0;9,6;5,0;BR DBH=110mm mimo oplocenku
70571011,0;1;2,0;9,33;-3,39;TR DBH=179 mimo oplocenku
70572957,0;1;1,0;-15,22;-15,92;BK 133mm
70572957,0;1;2,0;14,73;-9,31;BK DBH=359mm
70573948,0;1;1,0;9,09;-7,87;BK DBH=317mm
70573948,0;1;2,0;0,98;-0,29;BK DBH=66mm
70574989,0;1;1,0;14,99;-0,99;HB 231mm
70574989,0;1;2,0;-9,23;-6,39;BK DBH=253mm
70578977,0;1;1,0;11,03;-23,35;BK 283
70578977,0;1;2,0;-0,23;-7,12;BK DBH=152mm
70580987,0;1;1,0;13,07;-7,21;BK DBH=356mm
70580987,0;1;2,0;-7,41;-9,09;BK DBH=229mm
70581955,0;1;1,0;11,19;10,76;BK DBH 123
70581955,0;1;2,0;13,75;-4,97;BK DBH 223
70582916,0;1;1,0;14,12;-6,2;HB DBH=290mm
70582916,0;1;2,0;-10,19;-11,04;HB 177 v okraji
70584934,0;1;1,0;6,97;-12,28;JS DBH 224 u cesty
70584934,0;1;2,0;-11,82;-2,7;BK DBH 255 u cesty
70585944,0;1;1,0;-1,19;14,27;BK DBH=277mm
70585944,0;1;2,0;-10,46;-8,41;BK DBH=289mm
70592942,0;1;1,0;14,52;-1,78;BK DBH=260mm
70592942,0;1;2,0;-3,09;-14,19;BK DBH=161mm
70594959,0;1;1,0;-20,28;-1,31;BK DBH 124
70594959,0;1;2,0;9,7;-12,24;BK DBH 290
70594983,0;1;1,0;6,01;-12,45;BK DBH 178
70594983,0;1;2,0;-11,22;1,53;BK DBH 219
70594991,0;1;1,0;-13,29;5,61;BK DBH=154mm
70594991,0;1;2,0;-10,44;-8,6;BK DBH=310mm
70596977,0;1;1,0;-19,55;3,83;BK DBH=267mm
70596977,0;1;2,0;8,65;7,15;BK DBH=130mm
70601962,0;1;1,0;1,45;-15,66;BK DBH 281
70601962,0;1;2,0;14,08;-1,15;BK DBH=286mm
70606982,0;1;1,0;-11,02;-5,73;BK DBH=250mm
70606982,0;1;2,0;5,71;10,92;BK DBH=180mm
70611979,0;1;1,0;-8,27;-13,61;BO DBH 345
70611979,0;1;2,0;-11,09;9,54;BK DBH 255
70618973,0;1;1,0;11,62;4,93;BK DBH=115mm
70618973,0;1;2,0;-6,65;1,0;BK DBH=383mm
80000001,0;1;1,0;1,01;19,3;
80000001,0;1;2,0;-4,42;11,92;JD u linky
80000003,0;1;1,0;12,34;11,58;
80000003,0;1;2,0;5,37;14,63;JD k vychozimu bodu
80000004,0;1;1,0;-14,53;-7,43;
80000004,0;1;2,0;4,35;3,39;JD tenka
80000005,0;1;1,0;8,9;15,79;stred velkeho balvanu
80000005,0;1;2,0;0,5;-6,03;BK  10 m nad cestou
80000007,0;1;1,0;-22,18;-7,55;
80000007,0;1;2,0;-0,06;-7,73;JD k ceste
80000008,0;1;1,0;-15,0;0,78;přes cestu
80000008,0;1;2,0;-4,6;8,55;JD v plose
80000009,0;1;1,0;21,22;-1,06;BK  10 m na koryem potoka
80000009,0;1;2,0;6,19;15,96;
80000010,0;1;1,0;19,24;14,85;u linky
80000010,0;1;2,0;2,44;15,47;BK k elektrovodu
80000011,0;1;1,0;-21,85;-20,51;
80000011,0;1;2,0;-3,93;-6,36;SM na hrane rokle, mapa nesedi
80000012,0;1;1,0;12,22;5,15;u cesty
80000012,0;1;2,0;-1,5;1,81;JD u pruseku u stredu plochy
80000015,0;1;1,0;16,51;-17,59;
80000015,0;1;2,0;9,17;12,4;JD silnejsi, k ceste
80000017,0;1;1,0;-9,39;12,2;u cesty
80000017,0;1;2,0;-3,07;-0,92;BK blizko stredu
80000020,0;1;1,0;-15,82;-15,6;
80000020,0;1;2,0;7,56;7,48;BK  v plose
80000023,0;1;1,0;21,02;-12,43;
80000023,0;1;2,0;12,65;6,72;
80000025,0;1;1,0;0,77;-17,71;u cesty
80000025,0;1;2,0;-1,67;-14,05;BK tenky u cesty
80000030,0;1;1,0;0,47;-14,68;
80000030,0;1;2,0;-12,51;-3,12;BO smerem k ceste
80000031,0;1;1,0;18,36;-2,35;
80000031,0;1;2,0;-3,49;3,91;BK  v mezere v plose
80000033,0;1;1,0;-2,89;20,83;
80000033,0;1;2,0;6,87;8,72;JD u skladky
80000037,0;1;1,0;14,91;-9,48;BK k potoku
80000037,0;1;2,0;10,16;9,86;
80000038,0;1;1,0;-16,87;-0,4;BK tenky rovny k ceste
80000038,0;1;2,0;2,17;-15,88;
80000039,0;1;1,0;-1,24;17,97;
80000039,0;1;2,0;-13,5;-4,08;BK  tenky nad cestou
80000042,0;1;1,0;14,41;7,01;BK
80000042,0;1;2,0;-2,26;-15,52;
80000045,0;1;1,0;-19,84;1,04;
80000045,0;1;2,0;-3,01;6,91;SM  na okaji linky
80000046,0;1;1,0;12,27;-15,33;BK k pruseku
80000046,0;1;2,0;12,49;1,66;
80000051,0;1;1,0;-1,58;18,63;
80000051,0;1;2,0;13,64;6,09;JD pod brdem
80000055,0;1;1,0;13,85;-3,88;
80000055,0;1;2,0;10,44;8,61;SM 28 tlusty v mezere
80000056,0;1;1,0;-3,02;17,16;
80000056,0;1;2,0;-5,52;-2,16;BK tenky na kraji tyckoviny
80000057,0;1;1,0;4,67;16,37;u cesty
80000057,0;1;2,0;8,47;1,47;BK  na mezi
80000061,0;1;1,0;21,76;4,54;
80000061,0;1;2,0;14,2;-7,64;
80000067,0;1;1,0;13,88;6,0;u cesty
80000067,0;1;2,0;-4,37;10,01;
80000068,0;1;1,0;2,27;-15,05;
80000068,0;1;2,0;4,01;-1,11;
80000069,0;1;1,0;2,83;17,3;
80000069,0;1;2,0;-13,45;3,98;
80000070,0;1;1,0;-3,54;21,93;
80000070,0;1;2,0;-13,43;-5,53;
80000071,0;1;1,0;-9,18;-18,02;
80000071,0;1;2,0;-18,85;-4,66;
80000076,0;1;1,0;-13,8;2,94;
80000076,0;1;2,0;-9,86;2,32;u cesty
80000078,0;1;1,0;-14,56;-1,87;
80000078,0;1;2,0;-0,56;14,34;BK cca 28 cm
80000081,0;1;1,0;-23,12;-0,41;BK  cca 25 cm u cesty
80000081,0;1;2,0;-3,7;16,01;
80000082,0;1;1,0;-3,85;19,05;BK 34 cm smerem k rokli
80000082,0;1;2,0;-12,7;-13,62;
80000083,0;1;1,0;22,66;1,7;
80000083,0;1;2,0;2,84;-10,83;BK  nahore rozdvojen
80000084,0;1;1,0;-8,62;8,88;
80000084,0;1;2,0;12,08;0,97;BK silny v plose
80000086,0;1;1,0;22,9;2,19;JD 26 cm
80000086,0;1;2,0;-9,94;16,23;
80000089,0;1;1,0;4,38;17,44;
80000089,0;1;2,0;-14,79;1,02;
80000090,0;1;1,0;-8,27;12,26;
80000090,0;1;2,0;-7,28;-10,91;BK  cca30 cm u cesty
80000091,0;1;1,0;5,07;21,71;
80000091,0;1;2,0;-5,54;5,16;
80000104,0;1;1,0;-23,26;3,92;BK silny nad potokem
80000104,0;1;2,0;-12,02;-3,53;slaby bk
80000106,0;1;1,0;10,51;-13,57;
80000106,0;1;2,0;-16,16;5,5;JD  k ceste
80000107,0;1;1,0;-16,92;7,52;
80000107,0;1;2,0;-12,54;12,23;BK  silnejsi
80000108,0;1;1,0;12,84;9,96;JD vlevo u pruseku
80000108,0;1;2,0;-3,3;12,08;
80000110,0;1;1,0;12,24;19,69;SM  u cesty
80000110,0;1;2,0;9,23;-2,73;
80000111,0;1;1,0;-13,17;7,74;
80000111,0;1;2,0;5,4;12,8;BK v mezere
80000112,0;1;1,0;15,97;-5,1;BK u pesiny k silnici
80000112,0;1;2,0;0,21;12,22;
80000116,0;1;1,0;13,9;-7,43;
80000116,0;1;2,0;2,64;6,61;BK  u cesty
80000117,0;1;1,0;7,85;-9,8;
80000118,0;1;1,0;0,79;18,15;SM tenky u cesty
80000118,0;1;2,0;9,21;13,92;
80000120,0;1;1,0;-10,68;13,09;JD  k cese, tenka
80000120,0;1;2,0;10,66;-5,98;
90286790,0;1;1,0;-2,95;-12,99;BK 152
90286790,0;1;2,0;-12,59;0,96;BK DBH=125mm
90287788,0;1;1,0;-5,79;11,22;BK DBH 195
90287788,0;1;2,0;-6,96;-10,17;BK DBH 178
90294786,0;1;1,0;13,6;-12,72;BK 182
90294786,0;1;2,0;0,85;16,3;BK 311
90295791,0;1;1,0;1,47;14,05;BK DBH 298
90295791,0;1;2,0;-10,18;-8,91;BK DBH 232
90298787,0;1;1,0;0,81;16,0;BK 225
90298787,0;1;2,0;-15,52;-0,32;BK 240 u cesty
90298803,0;1;1,0;-2,71;14,78;BK DBH=257mm
90298803,0;1;2,0;12,59;3,35;DB DBH=315mm
90299799,0;1;1,0;-1,16;14,18;BK DBH=172mm
90299799,0;1;2,0;-13,32;0,41;BK DBH=295mm
90302792,0;1;1,0;14,57;2,15;BK DBH 302
90302792,0;1;2,0;-3,46;12,14;BK DBH 283
90303786,0;1;1,0;-7,62;13,75;BK DBH=297mm
90303786,0;1;2,0;13,79;4,85;BK DBH=197mm
90303802,0;1;1,0;-0,26;14,92;BK DBH 287
90303802,0;1;2,0;-12,79;1,86;BK DBH 225
90304799,0;1;1,0;12,06;5,9;BK DBH=241mm
90304799,0;1;2,0;-7,63;10,43;BK DBH=216mm
90309786,0;1;1,0;-8,07;-16,12;BK DBH=264mm
90309786,0;1;2,0;15,56;-7,62;BK DBH=265mm
90310799,0;1;1,0;17,02;1,9;BK 258 oznaceny
90310799,0;1;2,0;-4,59;-3,9;sloupek rohovy plotu vodarenskeho zarizeni neoznaceny
90311807,0;1;1,0;-7,76;-15,04;BK 282mm
90311807,0;1;2,0;9,85;-12,25;BK 281
90312784,0;1;1,0;-13,78;-6,48;BK DBH=298mm
90312784,0;1;2,0;-4,27;11,88;BK DBH=175mm
90312796,0;1;1,0;-16,17;-4,63;BK DBH=205mm
90312796,0;1;2,0;-2,6;12,35;BK 272mm
90315797,0;1;1,0;-15,25;6,1;BK DBH=223mm
90315797,0;1;2,0;8,16;14,02;BK DBH=238mm
90316810,0;1;1,0;10,22;13,37;BK DBH=195mm
90316810,0;1;2,0;-9,05;10,45;BK DBH=150mm
90317820,0;1;1,0;-17,45;-3,1;BK DBH=206mm
90317820,0;1;2,0;11,28;-11,93;BK 270mm
90318793,0;1;1,0;-16,63;-1,77;BK 290
90318793,0;1;2,0;-3,75;-15,89;BK 160
90467656,0;1;1,0;4,51;-17,45;BK DBH 128 u cesty
90467656,0;1;2,0;-12,52;3,59;BK DBH 159
90469663,0;1;1,0;-10,22;12,99;BK u cesty DBH=121mm
90469663,0;1;2,0;-12,21;-4,25;BK 232mm
90472658,0;1;1,0;13,34;-12,57;BK DBH 132
90472658,0;1;2,0;-6,84;-11,2;BK 155
90473668,0;1;1,0;3,32;-13,32;KL DBH=117mm
90473668,0;1;2,0;-5,49;1,2;neoznaceny sloupek posedu vzdalenejsi od zebriku a od cesty
90476666,0;1;1,0;13,48;-1,15;BK DBH=274 mm
90476666,0;1;2,0;-11,21;6,82;BK DBH=236mm
90477657,0;1;1,0;-5,35;12,86;BK DBH=295mm
90477657,0;1;2,0;12,14;-4,13;BK 120
90478674,0;1;1,0;-15,23;11,9;MD DBH=443mm
90478674,0;1;2,0;-2,94;-16,87;BK DBH=208mm
90479651,0;1;1,0;-1,52;13,84;BK DBH 360
90479651,0;1;2,0;-12,4;-6,1;BK DBH 309
90482658,0;1;1,0;15,42;0,05;BK DBH 489mm
90482658,0;1;2,0;1,73;-13,51;BK DBH 215mm
90592914,0;1;1,0;-15,13;-1,67;BK 257
90592914,0;1;2,0;-4,93;-13,13;DB 435
90593922,0;1;1,0;5,98;15,19;TR 287
90593922,0;1;2,0;10,18;-2,23;HB 155 4m od plotu vodarenskeho zarizeni
90598930,0;1;1,0;-14,93;-7,97;BK DBH=352mm
90598930,0;1;2,0;-3,73;14,76;BK DBH=325mm
90598934,0;1;1,0;-12,24;10,02;BK DBH 302
90598934,0;1;2,0;4,64;13,34;BK DBH 266
90602943,0;1;1,0;-13,68;7,12;BK DBH 167
90602943,0;1;2,0;6,32;12,74;BK DBH 275
90602947,0;1;1,0;-14,77;14,11;JD DBH=337mm
90602947,0;1;2,0;-6,84;-13,37;BK DBH=225mm
90604952,0;1;1,0;-15,98;-10,5;BK DBH=272mm
90604952,0;1;2,0;-6,48;11,64;BK DBH=250mm
90607912,0;1;1,0;11,92;12,3;BK DBH=396mm
90607912,0;1;2,0;-15,73;5,69;BK DBH=191mm
90610954,0;1;1,0;12,25;7,98;BK DBH=198mm
90610954,0;1;2,0;-5,91;12,5;BK DBH=219mm
90612960,0;1;1,0;14,4;0,83;BK DBH 148
90612960,0;1;2,0;-0,07;14,32;BK DBH 300
90612964,0;1;1,0;10,88;-16,69;BK DBH=408mm
90612964,0;1;2,0;-11,56;-8,46;BK 302
90616964,0;1;1,0;-15,46;6,12;JD 355
90616964,0;1;2,0;0,67;15,41;BK 140
90619914,0;1;1,0;-4,93;-15,46;BK DBH=315mm
90619914,0;1;2,0;-11,02;8,67;BO DBH=517mm
90627920,0;1;1,0;-15,77;2,21;BK DBH=108mm
90627920,0;1;2,0;4,01;-14,79;DB DBH=193mm
100000001,0;1;1,0;13,12;1,08;
100000001,0;1;2,0;-0,33;-8,3;
100000002,0;1;1,0;-8,26;-11,71;
100000002,0;1;2,0;-4,15;13,22;
100000008,0;1;1,0;6,97;12,18;U linky
100000008,0;1;2,0;-0,9;-2,47;
100000025,0;1;1,0;-12,89;9,67;
100000025,0;1;2,0;2,09;0,38;
100000026,0;1;1,0;-12,58;3,33;u cesty
100000026,0;1;2,0;-8,05;1,02;u cesty
100000037,0;1;1,0;9,1;-18,75;
100000037,0;1;2,0;-2,35;-4,08;
100000048,0;1;1,0;7,3;14,48;
100000048,0;1;2,0;4,91;-3,13;
100000049,0;1;1,0;-6,28;-22,77;
100000049,0;1;2,0;13,02;-4,35;
100000063,0;1;1,0;15,62;16,7;
100000063,0;1;2,0;0,72;4,13;
100000063,0;1;3,0;-1,41;-1,05;
100000099,0;1;1,0;8,56;10,57;
100000099,0;1;2,0;0,71;10,2;
100000116,0;1;1,0;4,52;-12,23;
100000116,0;1;2,0;-8,07;-1,08;
100000206,0;1;1,0;-16,25;2,98;u cesty
100000206,0;1;2,0;5,64;-14,02;Mezi tenkymi buky
100000217,0;1;1,0;15,57;4,58;
100000217,0;1;2,0;12,59;4,71;
100000236,0;1;1,0;13,93;-10,98;
100000236,0;1;2,0;14,92;-4,96;
100000243,0;1;1,0;2,49;15,06;
100000243,0;1;2,0;-3,3;13,2;
100000255,0;1;1,0;8,34;-22,32;
100000255,0;1;2,0;3,79;-17,44;
110268675,0;1;1,0;3,99;-14,49;DB 32 cm
110268675,0;1;2,0;-2,83;1,31;BK  5m
110268699,0;1;1,0;-16,6;-0,87;BK 38 cm
110268699,0;1;2,0;16,32;0,28;BK 31 cm
110270686,0;1;1,0;-18,02;-8,75;DB 42 cm ODD
110270686,0;1;2,0;5,52;-13,0;BK 40 cm
110270694,0;1;1,0;-15,32;-11,29;BK 24 cm
110270694,0;1;2,0;2,46;18,46;BK  26 cm
110274676,0;1;1,0;-13,08;1,93;HB 25 m
110274676,0;1;2,0;5,42;-11,85;BK 47 cm
110275702,0;1;1,0;6,02;-13,33;BK 29 cm
110275702,0;1;2,0;-13,66;-2,11;BK 32 cm
110276711,0;1;1,0;-19,6;4,16;BK 39 m
110276711,0;1;2,0;12,52;-0,1;BK 32 cm
110277696,0;1;1,0;9,97;-7,41;DB 32 cm
110277696,0;1;2,0;-8,82;0,29;BK  6m
110278689,0;1;1,0;2,84;-4,26;BK 7m
110278689,0;1;2,0;-2,0;0,37;BK 7 m
110279729,0;1;1,0;-5,62;-0,03;BK 4m u cesty
110279729,0;1;2,0;4,92;0,3;BK  6m
110281720,0;1;1,0;-4,68;9,65;BK Hr. dilce
110281720,0;1;2,0;-6,38;1,39;BK 11 cm
110284690,0;1;1,0;6,02;-2,24;BK 4m
110284690,0;1;2,0;-2,12;0,01;BK 5 m
110284714,0;1;1,0;-12,66;-11,52;DB 32 cm
110284714,0;1;2,0;3,89;-1,02;BK 4m
110285741,0;1;1,0;-1,82;-4,79;BK 8 cm
110285741,0;1;2,0;2,89;2,51;BK 5 cm
110286702,0;1;1,0;8,77;12,21;DB 36 cm
110286702,0;1;2,0;-2,32;-1,95;BK 5m
110288737,0;1;1,0;0,36;4,31;BK 7 cm
110288737,0;1;2,0;-0,77;-3,85;BK 8 cm
110289727,0;1;1,0;-16,13;-3,57;BK 24 cm
110289727,0;1;2,0;5,54;9,18;BK 23 cm
110292699,0;1;1,0;-3,41;-2,81;KL 29 cm
110292699,0;1;2,0;2,68;1,17;BK 6m
110292723,0;1;1,0;12,85;6,77;BK 39 cm
110292723,0;1;2,0;-1,68;-1,88;BK 4 m
110293749,0;1;1,0;5,43;-13,58;BK 28 cm
110293749,0;1;2,0;-4,98;3,89;BK
110294718,0;1;1,0;10,06;16,61;BBK 26 cm
110294718,0;1;2,0;6,24;-15,85;BK 18 cm
110298759,0;1;1,0;-2,76;-8,7;BK
110298759,0;1;2,0;-6,62;0,09;BK 8 cm
110300728,0;1;1,0;-7,83;-14,43;JV 35 cm
110300728,0;1;2,0;7,18;11,81;BK 33 cm
110300736,0;1;1,0;12,56;-10,43;BK 40 cm
110300736,0;1;2,0;6,73;5,23;BK 4m
110301719,0;1;1,0;3,84;17,62;BK 28 cm
110301719,0;1;2,0;8,75;-10,7;BK 25 cm
110301743,0;1;1,0;-13,23;10,87;BK 43 cm
110301743,0;1;2,0;-9,01;-7,97;BK 8 cm
110306746,0;1;1,0;-3,62;3,34;MD 8cm
110306746,0;1;2,0;2,84;-1,07;BK 4m
110307739,0;1;1,0;12,32;-6,72;MD 41 cm
110307739,0;1;2,0;-7,7;10,75;BK  36 cm
110308772,0;1;1,0;-9,62;2,85;HB 5 cm
110308772,0;1;2,0;0,98;-1,41;SM
110309766,0;1;1,0;15,39;-4,5;BK  5m
110309766,0;1;2,0;-13,66;1,29;BK  5m
110310735,0;1;1,0;1,35;12,65;DB 38 cm
110310735,0;1;2,0;-7,54;-9,87;BK 30 cm
110312760,0;1;1,0;-16,98;1,3;BK 30 cm
110312760,0;1;2,0;7,53;4,21;BK 5m
110313751,0;1;1,0;-3,4;-5,68;MD 10 cm
110313751,0;1;2,0;-1,07;-0,77;BK
110315777,0;1;1,0;5,13;-5,9;BK 12 cm
110315777,0;1;2,0;0,52;6,8;BK 10 cm
110317772,0;1;1,0;-15,07;-10,95;BK 40 cm
110317772,0;1;2,0;2,21;2,06;BK 4m
110319765,0;1;1,0;-8,23;3,73;KL 7cm
110319765,0;1;2,0;3,74;3,04;BK 3m
110325699,0;1;1,0;-11,93;-7,37;Roh oploceni
110325699,0;1;2,0;0,82;10,0;TR 14 cm
110325779,0;1;1,0;2,84;10,55;BK 32 cm
110325779,0;1;2,0;-1,34;-9,02;BK 5m
110333787,0;1;1,0;-5,85;-13,85;JV  39 cm
110333787,0;1;2,0;0,98;13,09;BK 43 cm
110406993,0;1;1,0;8,58;12,35;DB 27 cm
110406993,0;1;2,0;-14,63;3,48;BK 32 cm
110414997,0;1;1,0;-1,45;-14,55;BK 27 cm
110414997,0;1;2,0;7,87;-0,91;BK 15 cm
110417007,0;1;1,0;-11,85;7,69;MD 30 cm
110417007,0;1;2,0;-4,5;-9,4;BK 25 cm
110417993,0;1;1,0;-12,16;3,74;BK 28 cm
110417993,0;1;2,0;0,7;-11,9;BK 29 cm
110423004,0;1;1,0;4,04;-13,74;MD 30 cm
110423004,0;1;2,0;5,07;12,01;BK 29 cm
110425014,0;1;1,0;12,55;4,47;SM 26 cm
110425014,0;1;2,0;-8,6;1,97;MD 24 cm
110431587,0;1;1,0;-17,02;0,62;MD 36 cm
110431587,0;1;2,0;1,09;-13,28;HB 20 cm
110432011,0;1;1,0;11,8;-11,71;BK 33 cm
110432011,0;1;2,0;4,16;13,29;BK 24 cm
110432580,0;1;1,0;-5,92;0,12;BK 6m u pruseku
110432580,0;1;2,0;1,3;-2,51;OS 6m
110434007,0;1;1,0;12,39;-17,96;BK 38 cm
110434007,0;1;2,0;-4,77;16,97;BK 30 cm
110434608,0;1;1,0;7,31;13,24;JV  19 cm
110434608,0;1;2,0;-6,42;-9,21;JL 16 cm dvojak
110435578,0;1;1,0;-11,57;-6,6;BK 42 cm
110435578,0;1;2,0;10,24;6,3;BK 28 cm
