lokalita;plocha;pomno;x_m;y_m;popis
70364872,0;1;1,0;15,45;3,85;BK 20 cm
70364872,0;1;2,0;12,59;8,21;BK 20 cm
70366699,0;1;1,0;1,5;13,24;HB DBH 170
70366699,0;1;2,0;-12,09;-2,85;BK DBH 206
70366859,0;1;1,0;-12,13;4,46;DB 17 cm
70366859,0;1;2,0;7,13;5,85;JD 23 cm
70368484,0;1;1,0;0,43;-15,42;BK DBH=130mm v okraji
70368484,0;1;2,0;-12,92;0,04;JD 308
70368916,0;1;1,0;9,93;-9,33;HN 30 cm á ccesty
70368916,0;1;2,0;-0,1;2,22;BK
70369729,0;1;1,0;18,01;-6,16;BK DBH=335mm
70369729,0;1;2,0;3,44;-11,63;BK c.2 DBH 419mm
70370930,0;1;1,0;12,82;15,3;DG 16 cm
70370930,0;1;2,0;-1,88;-12,28;BK 36 cm na dne
70371539,0;1;1,0;6,91;19,0;DB DBH=318mm
70371539,0;1;2,0;-14,35;9,53;BK DBH=253mm
70371763,0;1;1,0;12,33;5,05;BK DBH 299mm
70371763,0;1;2,0;4,27;-11,02;BK DBH 172mm
70372476,0;1;1,0;-3,08;16,64;HB DBH 125
70372476,0;1;2,0;-6,58;-10,78;DB DBH 120 u cesty
70372756,0;1;1,0;6,48;9,75;KL 160mm
70372756,0;1;2,0;-5,99;5,34;DB 442mm
70373036,0;1;1,0;-11,41;1,6;BK 10 cm
70373036,0;1;2,0;6,41;-7,17;DB 20  cm
70373052,0;1;1,0;-1,82;-17,93;BK 22 cm
70373052,0;1;2,0;-3,88;-6,21;BK 72 cm u cesty
70374590,0;1;1,0;-11,65;-4,59;oznaceny HB 135 vedle neozn DG 600mm
70374590,0;1;2,0;-0,82;-10,99;HB DBH=235mm
70374710,0;1;1,0;6,26;12,66;BK DBH 269 u pesiny
70374710,0;1;2,0;7,69;-10,63;BK DBH=264mm
70374926,0;1;1,0;-13,69;7,93;JD 33 cm
70374926,0;1;2,0;5,79;12,66;HB 27 cm
70375511,0;1;1,0;-0,65;17,11;levy sloupek brany pri vjezdu do objektu, neoznaceny
70375511,0;1;2,0;5,08;-12,1;DB DBH=221mm
70375511,0;1;3,0;7,28;10,06;BK DBH=140mm u cesty
70376536,0;1;1,0;13,8;-9,62;DB DBH 217mm
70376536,0;1;2,0;8,4;12,94;BK DBH=194mm
70377048,0;1;1,0;-2,85;-4,15;BK 9 cm
70377048,0;1;2,0;-2,5;4,13;DB
70377738,0;1;1,0;11,64;18,7;BK DBH 221
70377738,0;1;2,0;-13,16;-1,33;BK DBH 314
70380524,0;1;1,0;6,01;16,89;DB DBH=130mm
70380524,0;1;2,0;-11,91;6,2;DB DBH=195mm
70382021,0;1;1,0;2,45;15,85;BK 35 cm
70382021,0;1;2,0;11,44;-1,42;BK 17 cm
70382598,0;1;1,0;2,12;-11,23;BK DBH=253mm
70382598,0;1;2,0;-10,95;-3,24;BK 173
70382758,0;1;1,0;-10,37;-3,09;TR DBH 336 u cesty
70382758,0;1;2,0;0,78;-1,65;MD DBH 157 strom c.1
70383038,0;1;1,0;-17,83;-8,89;BK 27 cm
70383038,0;1;2,0;13,27;-2,03;DB 34 cm
70383519,0;1;1,0;5,73;-9,18;JB DBH=180mm
70383519,0;1;2,0;0,62;2,75;BK DBH=96mm oznaceny
70384544,0;1;1,0;-14,22;8,67;TR DBH=187mm
70384544,0;1;2,0;-0,23;-0,58;BK DBH=60mm
70386487,0;1;1,0;11,76;10,89;HB DBH=237mm
70386487,0;1;2,0;-5,71;11,24;sloup  el. vedeni
70386751,0;1;1,0;-15,36;5,53;BO DBH=276mm v kraji za cestou
70386751,0;1;2,0;2,08;9,09;sloup vedeni VN
70387560,0;1;1,0;-11,7;12,64;DB DBH=263mm
70387560,0;1;2,0;3,81;-10,66;BK DBH=135mm
70388945,0;1;1,0;-19,53;7,77;BK 35 cm
70388945,0;1;2,0;6,43;6,61;BK 23 cm
70389512,0;1;1,0;15,45;7,84;TR DBH=242mm
70389512,0;1;2,0;-3,5;11,92;HB DBH=158mm
70390521,0;1;1,0;-10,27;6,05;MD DBH 238
70390521,0;1;2,0;5,03;-5,86;BK  DBH=87mm
70390953,0;1;1,0;2,52;11,76;BK 28 cm
70390953,0;1;2,0;2,63;-11,22;DB u cesty
70391506,0;1;1,0;-13,19;-0,99;BK DBH=132mm
70391506,0;1;2,0;8,47;-7,96;BK DBH=200mm
70391602,0;1;1,0;10,24;-15,07;BK DBH=328mm
70391602,0;1;2,0;-14,85;-7,24;BK DBH=242mm
70391922,0;1;1,0;11,18;9,58;DB 23 cm
70391922,0;1;2,0;-9,74;-4,73;BK
70392034,0;1;1,0;-4,01;15,62;BK 31 cm
70392034,0;1;2,0;-13,15;-8,06;BK 25 cm
70392763,0;1;1,0;-13,22;0,43;BK DBH=137mm
70392763,0;1;2,0;-1,51;2,02;BK DBH=116mm
70393043,0;1;1,0;16,54;12,65;BK 23 cm na hrane
70393043,0;1;2,0;8,86;-14,07;MD  48 cm
70393753,0;1;1,0;8,01;11,52;BK DBH=100mm u cesty
70393753,0;1;2,0;-0,62;0,37;BK DBH=60mm
70394017,0;1;1,0;9,39;11,6;BK 29 cm
70394017,0;1;2,0;-4,61;-8,56;BK 21 cm
70394570,0;1;1,0;11,7;7,36;DB DBH=140mm
70394570,0;1;2,0;7,85;-6,07;BK DBH=110mm
70394738,0;1;1,0;-7,1;-18,61;BK DBH=358mm
70394738,0;1;2,0;-13,85;-3,22;LP 185 za cestou 3m
70394954,0;1;1,0;7,22;10,84;BK 9 cm za cestou
70394954,0;1;2,0;3,24;2,55;DG bez prruhu u ccesty
70395564,0;1;1,0;-14,31;-7,64;BK DBH 140
70395564,0;1;2,0;-4,59;11,54;BK DBH 172
70396028,0;1;1,0;-0,55;15,92;BK  23 cm
70396028,0;1;2,0;7,5;4,05;BK 24 cm
70397548,0;1;1,0;-15,87;2,85;DB DBH 170mm
70397548,0;1;2,0;-3,47;11,3;DB DBH = 272mm
70398517,0;1;1,0;0,59;14,71;DB DBH 233
70398517,0;1;2,0;13,69;1,02;HB DBH 162
70398925,0;1;1,0;-8,33;12,5;BK 23 cm
70398925,0;1;2,0;4,72;-5,98;BK 21 cm
70398941,0;1;1,0;-9,76;20,19;BK 23 cm
70398941,0;1;2,0;-6,96;-7,62;BK 8 cm
70400070,0;1;1,0;4,33;-15,12;BK 42 cm
70400070,0;1;2,0;15,19;-0,98;MD 33 cm
70400535,0;1;1,0;-1,15;17,79;HB DBH=277mm
70400535,0;1;2,0;-6,38;3,18;BK DBH=108mm
70400559,0;1;1,0;-10,92;9,73;DB DBH  184
70400559,0;1;2,0;10,62;5,64;DB DBH 211
70401509,0;1;1,0;15,06;4,52;DB DBH 127 u stare cesty
70401509,0;1;2,0;-10,74;6,45;MD DBH 226
70401541,0;1;1,0;-6,51;-18,09;BH DBH 338
70401541,0;1;2,0;1,85;13,9;BK DBH 372
70402061,0;1;1,0;-14,13;-2,92;DB 34 cm
70402061,0;1;2,0;5,43;11,29;BK silny u cesry
70402502,0;1;1,0;6,77;24,61;Sloup VVN blizsi k lesu neoznaceny
70402502,0;1;2,0;-2,9;16,98;DB DBH=211mm v okraji
70402598,0;1;1,0;3,51;-13,58;BK DBH=493mm
70402598,0;1;2,0;-13,34;2,78;BK DBH=142mm
70402742,0;1;1,0;-10,08;-8,86;DB DBH 215,4m od zpevnene cesty
70402742,0;1;2,0;-10,97;5,39;LP DBH=206mm
70403086,0;1;1,0;-9,82;-2,48;BK 13 cm
70403086,0;1;2,0;-3,11;9,0;MD 15 cm
70403567,0;1;1,0;6,41;14,68;HB DBH=207mm
70403567,0;1;2,0;5,63;-10,28;HB 256
70404728,0;1;1,0;1,03;17,49;JS DBH 201 strom se zelenou turistickou znackou u cesty neoznaceny
70404728,0;1;2,0;-9,89;2,59;JIVA DBH 204 u cesty
70404960,0;1;1,0;3,36;10,92;TR 16 cm
70404960,0;1;2,0;8,07;2,73;BK 7 cm uu cesty
70405032,0;1;1,0;11,66;7,81;BK 27 cm
70405032,0;1;2,0;1,53;-5,93;BK 23 cm
70405584,0;1;1,0;-4,97;-17,22;TR DBH=140mm za cestou
70405584,0;1;2,0;-12,8;0,73;BK DBH=371mm
70405736,0;1;1,0;3,47;12,97;BK DBH 371mm
70405736,0;1;2,0;-8,98;-5,68;JS 175mm 
70407041,0;1;1,0;-15,45;8,88;BK 35 cm
70407041,0;1;2,0;5,13;10,43;HB 21 cm
70407753,0;1;1,0;-6,35;-11,94;KL DBH=105mm
70407753,0;1;2,0;11,56;-5,31;KL DBH=95 u cesty
70407937,0;1;1,0;-3,22;-11,79;HB 18 cm
70407937,0;1;2,0;-8,74;5,68;DB 16 cm
70407953,0;1;1,0;-8,66;5,62;BK 29 cm
70407953,0;1;2,0;4,38;-9,02;BK 26 cm
70408562,0;1;1,0;-12,89;-2,95;BK DBH=418mm
70408562,0;1;2,0;0,17;11,02;DB DBH=202mm
70409058,0;1;1,0;11,98;-9,39;BK  28 cm 10 m od cesty
70409058,0;1;2,0;-14,2;1,87;BK 35 cm
70409767,0;1;1,0;0,79;16,21;KL DBH 177 u cesty
70409767,0;1;2,0;-9,74;-1,28;TR DBH 188
70409983,0;1;1,0;-11,48;1,0;KL  13 cm
70409983,0;1;2,0;1,18;1,52;KL 6 cm
70411514,0;1;1,0;-16,07;14,32;JS DBH=190mm
70411514,0;1;2,0;7,29;13,48;BK DBH 150
70411554,0;1;1,0;-2,38;14,73;DB DBH 265
70411554,0;1;2,0;-12,22;-4,49;DB DBH 285
70411610,0;1;1,0;4,32;13,24;BK DBH=166mm
70411610,0;1;2,0;13,05;-3,15;BK  DBH=253mm
70412074,0;1;1,0;-12,6;-9,57;BK 45 cm
70412074,0;1;2,0;12,66;2,02;BK 25 cm
70413099,0;1;1,0;-7,52;-9,39;MD 3m
70413099,0;1;2,0;-1,21;-2,77;BK 4m
70413596,0;1;1,0;-11,12;-12,14;DG DBHcca660mm oznacena  za cestou
70413596,0;1;2,0;4,46;6,06;BK DBH=70mm 
70414533,0;1;1,0;7,64;12,47;HB DBH=114mm
70414533,0;1;2,0;12,15;-6,38;HB DBH=144mm
70414749,0;1;1,0;14,44;-11,23;BK
70414749,0;1;2,0;8,94;13,31;BK
70414981,0;1;1,0;9,48;16,84;BK 28 cm
70414981,0;1;2,0;-7,95;-10,32;BK 25 cm
70415013,0;1;1,0;-5,0;-16,9;BK obr bez pruhhu
70415013,0;1;2,0;8,4;-2,36;DB   32 cm
70415053,0;1;1,0;8,55;-8,46;BK 25 cm
70415053,0;1;2,0;2,92;-0,03;DB
70415542,0;1;1,0;4,0;13,96;DB DBH=122mm
70415542,0;1;2,0;11,7;-2,78;DB 150mm
70415622,0;1;1,0;-9,33;9,37;BK 197mm
70415622,0;1;2,0;-0,33;-9,72;Jerab DBH=307mm
70415950,0;1;1,0;19,25;6,21;BK 50 cm u cesty
70415950,0;1;2,0;3,61;-6,71;BK 8 cm
70416086,0;1;1,0;9,6;9,94;BK 25 cm
70416086,0;1;2,0;-12,54;1,47;BK 23 cm
70417063,0;1;1,0;12,34;-9,74;BK 29 cm
70417063,0;1;2,0;13,17;7,24;BK 27 cm
70417111,0;1;1,0;-3,73;-13,21;KL 18 cm
70417111,0;1;2,0;5,35;-4,07;KL
70418041,0;1;1,0;12,45;19,19;Pomnjk celo mohyly
70418041,0;1;2,0;9,97;-7,85;DG 32 cm
70418041,0;1;3,0;6,41;0,43;Kolik
70418978,0;1;1,0;-21,36;-3,38;BK 38 cm
70418978,0;1;2,0;6,43;12,46;BK 26 cm
70419588,0;1;1,0;14,32;-3,43;HB DBH=171mm
70419588,0;1;2,0;-3,33;-14,34;BK DBH=232mm
70419788,0;1;1,0;-11,22;7,01;HB DBH=108mm
70419788,0;1;2,0;-8,01;-2,45;BK DBH 131mm
70420052,0;1;1,0;-0,5;-19,22;HB 12 cm
70420052,0;1;2,0;-2,03;11,55;MD 14 cm
70421571,0;1;1,0;15,32;-0,24;DB DBH=215mm
70421571,0;1;2,0;-0,55;-13,71;BK DBH=189mm
70422075,0;1;1,0;-11,54;2,58;BK 23 cm
70422075,0;1;2,0;8,65;-6,66;BK 18 cm
70422636,0;1;1,0;-9,75;-11,95;BK DBH=130mm
70422636,0;1;2,0;7,14;-10,05;Bk 160 u cesty
70422972,0;1;1,0;-7,0;10,98;KL 13 cm
70422972,0;1;2,0;-2,72;2,08;KL
70423549,0;1;1,0;-1,53;-12,13;MD DBH=252mm oznacen
70423549,0;1;2,0;-8,32;6,27;MD DBH 285mm oznacen
70423629,0;1;1,0;-10,49;8,37;BK DBH 243
70423629,0;1;2,0;-10,67;-6,36;BK DBH 163
70423645,0;1;1,0;11,8;-10,08;LP DBH 217
70423645,0;1;2,0;1,65;-12,92;LP DBH 235
70423957,0;1;1,0;5,38;9,39;BK 26 cm
70423957,0;1;2,0;0,46;-10,21;DB 15 cm
70424093,0;1;1,0;-6,1;15,03;BK 16 cm u cesty
70424093,0;1;2,0;9,02;3,62;BK 13 cm
70424558,0;1;1,0;-1,27;20,89;BK DBH=153 u cesty
70424558,0;1;2,0;15,44;8,28;BK DBH=375 mm za cestou
70424582,0;1;1,0;-14,64;9,26;DB DBH=227mm
70424582,0;1;2,0;-11,39;-10,69;DB DBH=302mm
70425118,0;1;1,0;12,48;1,04;DB 20 cm
70425118,0;1;2,0;2,11;-2,02;BK
70425524,0;1;1,0;3,39;13,81;HB DBH=165mm
70425524,0;1;2,0;-13,31;0,53;DB DBH=213mm u cesty
70425620,0;1;1,0;-15,43;-8,52;BK DBH 251
70425620,0;1;2,0;4,56;5,86;BK DBH 121 nad cestou
70426044,0;1;1,0;-1,75;6,96;MD 13 cm
70426044,0;1;2,0;-4,81;-3,46;DG 21 cm
70426044,0;1;3,0;-4,27;-2,64;Kolik
70426533,0;1;1,0;-15,61;-4,41;DB DBH 176
70426533,0;1;2,0;1,28;-14,37;DB DBH 158
70426789,0;1;1,0;12,64;2,18;BK DBH=75mm na vyvozni lince
70426789,0;1;2,0;-5,58;-6,04;BK DBH=105mm na lince
70428999,0;1;1,0;-3,43;15,35;BK 33 cm
70428999,0;1;2,0;12,03;-2,66;BK 29 cm u cessty
70429103,0;1;1,0;16,15;-18,19;BK  26 cm
70429103,0;1;2,0;9,63;2,81;BK 15 cm
70429609,0;1;1,0;11,08;8,75;BK DBH=300mm
70429609,0;1;2,0;-1,57;11,21;BK dbh=179mm
70430562,0;1;1,0;-17,74;-37,87;DB DBH 215 dub za cestou
70430562,0;1;2,0;14,09;8,43;SM DBH 255 smrk na kraji lesa
70430634,0;1;1,0;-1,17;-14,28;oznaceny MD DBH=147mm
70430634,0;1;2,0;3,56;-6,05;MD DBH=170 oznaceny
70431034,0;1;1,0;-6,72;6,6;DB 26 cm
70431034,0;1;2,0;-5,3;-3,63;LP
70431122,0;1;1,0;-0,32;-6,32;BK 6 cm
70431122,0;1;2,0;-2,44;3,2;BK 6 cm
70431619,0;1;1,0;-3,12;-13,98;BK DBH=252mm
70431619,0;1;2,0;-13,1;3,73;BK DBH=293mm
70432043,0;1;1,0;-5,35;-14,79;DG 16 cm u cesty
70432043,0;1;2,0;-8,82;10,12;BK 15 cmu cesty
70432075,0;1;1,0;-16,47;-8,9;BK u linkyy 28 cm
70432075,0;1;2,0;-1,0;13,09;BK 25 cm
70432980,0;1;1,0;-17,54;-17,42;BK 31 cm
70432980,0;1;2,0;15,44;3,45;BK 47 cm
70433100,0;1;1,0;0,35;11,32;BK 15 cm
70433100,0;1;2,0;3,39;-2,99;BK 13 cm
70438091,0;1;1,0;13,46;-2,1;BK 30 cm
70438091,0;1;2,0;3,28;-0,99;BK
70438556,0;1;1,0;-4,06;-18,79;BK DBH=245mm
70438556,0;1;2,0;9,0;-8,57;DB DBH=184mm
70439036,0;1;1,0;3,98;-7,99;BK 20cm
70439036,0;1;2,0;-8,13;3,15;BK 28 cm
70440535,0;1;1,0;-5,01;17,73;DB DBH=299 mm oznaceny
70440535,0;1;2,0;1,37;-14,26;DB DBH 287mm oznaceny
70440631,0;1;1,0;-9,61;-10,49;BK DBH=197mm
70440631,0;1;2,0;-10,41;6,01;BK DBH=260mm
70442618,0;1;1,0;17,75;-17,5;BK  DBH=138v okraji oznaceny
70442618,0;1;2,0;6,02;8,14;MD DBH=237mm oznaceny
70444549,0;1;1,0;-15,21;0,58;BK DBH=180mm
70444549,0;1;2,0;-3,39;-14,02;BK DBH=157mm
70445125,0;1;1,0;14,26;-13,63;BO u cesty
70445125,0;1;2,0;-0,84;-11,19;BK 22 cm
70445133,0;1;1,0;5,15;-6,67;BK 3m
70445133,0;1;2,0;0,03;6,02;DB 2m
70446099,0;1;1,0;8,85;13,84;BK 20 cm
70446099,0;1;2,0;1,92;-11,87;BK
70446564,0;1;1,0;-4,92;-13,45;BK 120mm
70446564,0;1;2,0;9,25;6,36;BK DBH=143mm
70447012,0;1;1,0;-4,16;-26,3;Uran, NS
70447012,0;1;2,0;-3,31;-10,2;BK
70447028,0;1;1,0;-10,19;11,04;BK 32 cm
70447028,0;1;2,0;-3,72;-1,24;BK
70447044,0;1;1,0;-15,27;-6,04;BK 42 cm
70447044,0;1;2,0;2,57;8,02;BK 28 cm
70447653,0;1;1,0;-16,54;3,35;BK DBH 217
70447653,0;1;2,0;6,23;12,46;BK DBH 211
70448149,0;1;1,0;-1,29;2,62;Kul roh opl9cenky
70448149,0;1;2,0;2,82;0,77;Kul roh oplocenky
70448542,0;1;1,0;-2,12;-15,28;BK DBH=280mm
70448542,0;1;2,0;-12,47;3,01;BK DBH=183mm
70448638,0;1;1,0;-2,87;-14,14;BK DBH 273
70448638,0;1;2,0;-12,23;6,86;BK DBH 270 za cestou
70450109,0;1;1,0;10,3;10,52;BK 20 cm
70450109,0;1;2,0;2,07;8,27;BK 24 cm
70451624,0;1;1,0;11,54;2,07;DB DBH= 376mm za cestou
70451624,0;1;2,0;-0,02;-0,42;BK DBH=66mm
70452961,0;1;1,0;5,81;0,4;BK 10 cm
70452961,0;1;2,0;-0,89;4,84;BK 7 cm u linky
70453025,0;1;1,0;-9,69;-15,21;BK 47 cm
70453025,0;1;2,0;-12,38;-7,59;BK 48 cm
70453634,0;1;1,0;10,3;-24,08;STUDANKA
70453634,0;1;2,0;-12,96;-0,82;BK DBH 321
70453634,0;1;3,0;0,45;-10,35;BK DBH 478
70454018,0;1;1,0;-6,4;11,8;BK 15 cm
70454018,0;1;2,0;1,07;4,92;BK 13 cm
70454042,0;1;1,0;14,5;-2,58;LP 28 cm u cesty
70454042,0;1;2,0;5,44;-11,83;BK 35 cm
70454539,0;1;1,0;-11,65;-13,36;DB DBH=242mm
70454539,0;1;2,0;-4,69;13,85;DB DBH=137mm
70455972,0;1;1,0;0,44;-12,12;BK 24 cm
70455972,0;1;2,0;8,09;7,78;BK 24 cm
70455980,0;1;1,0;16,74;3,16;BK 14 cm u cesty
70455980,0;1;2,0;-4,96;-3,06;BK 10 c,m
70456036,0;1;1,0;-16,54;11,97;HB 22 cm
70456036,0;1;2,0;-8,06;-9,71;BK 30 cm
70457157,0;1;1,0;3,27;-2,98;BK 5 cm
70457157,0;1;2,0;1,55;2,36;BK 7 cm jediny na IP
70457817,0;1;1,0;-6,28;-8,81;HB DBH=245mm
70457817,0;1;2,0;1,05;-0,96;HB DBH=78mm
70460572,0;1;1,0;-3,4;14,84;BK DBH=192mm
70460572,0;1;2,0;-12,92;0,47;BK DBH=184mm
70462580,0;1;1,0;17,36;-3,03;KL DBH=192mm
70462580,0;1;2,0;-0,96;4,01;HB DBH=323mm
70462980,0;1;1,0;13,52;-6,77;BK 19 cm
70462980,0;1;2,0;-4,18;10,85;KL 20 cm
70464959,0;1;1,0;16,62;-0,08;BK 30 cm
70464959,0;1;2,0;-15,58;2,13;BK 32 cm
70465055,0;1;1,0;13,12;12,94;BK 43 cm
70465055,0;1;2,0;9,04;4,99;DG 75 cm
70466810,0;1;1,0;10,15;2,37;BK DBH 317
70466810,0;1;2,0;-8,02;3,43;BK DBH 82 v okraji paseky
70467026,0;1;1,0;15,07;-13,33;Levy roh pomniku
70467026,0;1;2,0;19,03;-5,2;Roh altanu
70467026,0;1;3,0;3,69;-4,88;Kolik
70467836,0;1;1,0;14,91;5,6;severni sloupek brany
70467836,0;1;2,0;15,22;-0,5;jizni sloupek vjezdove brany za silnici v pulce delky haly
70467836,0;1;3,0;-0,95;-11,38;BK 305
70468573,0;1;1,0;12,97;-1,22;BK DBH=262mm
70468573,0;1;2,0;2,0;12,67;BK DBH=196mm
70468581,0;1;1,0;-13,27;5,66;BK DBH=147mm
70468581,0;1;2,0;-2,09;-12,15;BK DBH=247mm
70471012,0;1;1,0;-0,46;-14,02;BK 24 cm
70471012,0;1;2,0;-7,11;6,18;BK 25 cm
70471020,0;1;1,0;9,11;8,89;BK 12 cm
70471020,0;1;2,0;-5,51;5,41;BK 12 cm
70471036,0;1;1,0;4,07;-11,32;BK
70471036,0;1;2,0;7,42;-0,01;BK 11cm
70472558,0;1;1,0;8,23;-10,73;DB DBH=384mm
70472558,0;1;2,0;2,83;1,07;
70472822,0;1;1,0;-4,75;16,24;BK DBH=347mm
70472822,0;1;2,0;15,29;-1,09;BK DBH=181mm
70473832,0;1;1,0;7,42;-8,15;HB DBH 84 u cesty
70473832,0;1;2,0;-2,51;7,52;BK DBH 367
70473976,0;1;1,0;-10,16;18,63;BK 32 cm
70473976,0;1;2,0;8,51;2,7;BK 25 cm
70475577,0;1;1,0;-13,72;-6,37;BK DBH=152mm
70475577,0;1;2,0;-11,63;7,29;BK DBH=283mm
70478021,0;1;1,0;11,07;-13,58;BK 20 cm
70478021,0;1;2,0;-0,77;-17,02;MD 28 cm
70479062,0;1;1,0;-6,42;-0,24;DG
70479062,0;1;2,0;4,61;-0,41;BK 11 cm
70481589,0;1;1,0;-13,43;-1,62;BK DBH=150mm
70481589,0;1;2,0;9,98;-8,98;BO 202mm
70482582,0;1;1,0;-15,19;-2,02;DB DBH=334mm
70482582,0;1;2,0;9,02;-10,6;DB 420mm
70482822,0;1;1,0;-12,11;13,21;BK DBH=209mm
70482822,0;1;2,0;-10,61;-12,92;BK 318mm
70482838,0;1;1,0;6,58;-18,8;BK DBH 287 oznaceny
70482838,0;1;2,0;19,1;-4,06;BK DBH 282 oznaceny
70483647,0;1;1,0;7,55;12,52;BK DBH=282mm
70483647,0;1;2,0;4,92;-12,49;BK DBH 161
70485040,0;1;1,0;14,71;7,53;BK 34 cm
70485040,0;1;2,0;-12,98;-1,06;MD 27 cm
70485897,0;1;1,0;9,29;11,55;BK DBH=187mm
70485897,0;1;2,0;2,51;-14,41;MD 245
70485905,0;1;1,0;-0,65;-14,41;BK DBH 250
70485905,0;1;2,0;-12,26;2,58;BK DBH 180
70486049,0;1;1,0;-1,92;-12,58;BK 32 cm
70486049,0;1;2,0;-4,83;11,01;BK 28 cm
70486073,0;1;1,0;-19,94;-9,47;BK 23 cm
70486073,0;1;2,0;-6,2;-11,34;HB 30 cm v okraji
70486073,0;1;3,0;-9,99;-6,71;Kolik
70486978,0;1;1,0;-1,31;-9,84;SM 18 cm
70486978,0;1;2,0;3,02;-2,35;BK 8 cm dojak
70488067,0;1;1,0;13,71;2,44;BK 38 cm
70488067,0;1;2,0;-12,47;-3,79;BK 29 cm
70489028,0;1;1,0;5,14;8,13;LP 21 cm
70489028,0;1;2,0;-7,33;-4,54;BK 26 cm
70490065,0;1;1,0;-4,25;16,69;DB 27 cm
70490065,0;1;2,0;-11,23;-7,35;BK 35 cm
70491660,0;1;1,0;-21,01;1,06;DB DBH=238 za cestou
70491660,0;1;2,0;5,73;13,45;BK DBH=246mm
70491812,0;1;1,0;-15,53;5,65;BK DBH=322mm
70491812,0;1;2,0;12,04;5,46;KL DBH=215
70493675,0;1;1,0;-10,09;8,55;BK DBH 156
70493675,0;1;2,0;-2,93;-11,66;BK DBH 235
70494828,0;1;1,0;-2,49;13,19;BK DBH 336
70494828,0;1;2,0;-5,23;-6,6;BK DBH 116
70495060,0;1;1,0;4,01;-15,41;BK 34 cm
70495060,0;1;2,0;1,32;11,96;HB 29 cm
70496029,0;1;1,0;-16,88;-7,37;BK 26 cm
70496029,0;1;2,0;13,4;0,89;BK 40 cm
70496654,0;1;1,0;-0,87;7,37;TR DBH=169mm
70496654,0;1;2,0;1,82;0,07;BK 87 strom c.1
70496990,0;1;1,0;-11,52;3,43;DG 32 cm u cesty
70496990,0;1;2,0;-1,19;-3,21;KL
70499663,0;1;1,0;10,85;-6,06;BK 250mm
70499663,0;1;2,0;0,05;-0,82;BK 77 strom c. 13
70499671,0;1;1,0;11,32;-11,2;BK DBH 251 za cestou
70499671,0;1;2,0;-9,55;-2,68;BK DBH 213
70499791,0;1;1,0;-7,39;11,68;BK DBH=262mm
70499791,0;1;2,0;12,96;3,86;HB DBH=188mm
70500808,0;1;1,0;12,59;-4,93;BK DBH 243
70500808,0;1;2,0;-1,73;12,51;BK DBH 248
70500880,0;1;1,0;-3,5;-17,88;BK DBH=160mm
70500880,0;1;2,0;-15,46;1,4;BK 158mm
70500936,0;1;1,0;-4,74;-14,27;BK 43 cm
70500936,0;1;2,0;-0,06;7,12;BK 14 cm
70501008,0;1;1,0;12,85;-8,53;BK 140
70501008,0;1;2,0;-11,13;-10,38;KL 202
70501785,0;1;1,0;12,32;10,26;HB 177mm
70501785,0;1;2,0;9,75;-8,93;HB DBH=250mm k ceste
70501977,0;1;1,0;-8,52;-11,39;BK 12 cm
70501977,0;1;2,0;-10,73;8,72;BK 19 cm
70502089,0;1;1,0;-13,01;-0,84;BK 13 cm
70502089,0;1;2,0;9,85;3,98;KL 12 cm
70502834,0;1;1,0;-11,01;-10,94;BK DBH=350mm
70502834,0;1;2,0;-12,51;7,57;BK 350mm
70502994,0;1;1,0;-9,52;-5,58;MD 8 cm
70502994,0;1;2,0;-3,33;5,02;MD  19 cm
70503098,0;1;1,0;4,0;4,09;BK 26 cm
70503098,0;1;2,0;2,64;-3,03;KL  21 cm
70504653,0;1;1,0;7,49;13,02;BK DBH=239mm
70504653,0;1;2,0;-11,71;4,97;BK DBH=162
70505045,0;1;1,0;-8,27;7,88;BK
70505045,0;1;2,0;-2,13;-3,88;DB 
70505781,0;1;1,0;10,09;-9,44;HB DBH 222
70505781,0;1;2,0;-12,28;-4,64;HB DBH 142
70506862,0;1;1,0;-10,04;8,31;BK DBH=182mm
70506862,0;1;2,0;-3,18;-11,39;BK DBH=248mm
70507799,0;1;1,0;2,56;-12,16;BK 262mm
70507799,0;1;2,0;-10,29;3,34;BK 270mm
70507975,0;1;1,0;13,82;-5,64;JD 37 cm
70507975,0;1;2,0;-0,07;2,62;BK
70508007,0;1;1,0;-0,78;11,2;BK
70508007,0;1;2,0;-4,01;-0,31;MD u cesty
70509016,0;1;1,0;-15,92;6,04;BK DBH=268mm
70509016,0;1;2,0;9,73;8,05;BK DBH=242mm
70509064,0;1;1,0;8,23;-2,58;JD 10 cm
70509064,0;1;2,0;2,93;0,77;MD
70509080,0;1;1,0;-5,42;-8,19;BK 15cm
70509080,0;1;2,0;4,31;3,91;BK 17 cm
70509687,0;1;1,0;15,62;7,25;TR DBH=175mm
70509687,0;1;2,0;1,13;-2,91;BK DBH=121mm strom c 1
70509839,0;1;1,0;-8,52;-9,98;BK DBH 260
70509839,0;1;2,0;-4,26;10,39;BK DBH 218
70511072,0;1;1,0;-8,14;11,54;BK 13 cm
70511072,0;1;2,0;-0,05;-6,02;SM u cesty
70511096,0;1;1,0;-11,95;-1,34;BK 7 cm
70511096,0;1;2,0;-4,77;-1,59;BK 5 cm
70511961,0;1;1,0;-2,89;4,23;BK  5 cm
70511961,0;1;2,0;1,58;2,59;BO 7 cm
70512057,0;1;1,0;13,58;13,34;BK 23 cm
